,,,,,,,,,,,,,,,,,,,,,,,482.3255,0.5987,,,,"1,500.00"
Game_Index,Date,Team A,Team B,Game_No_A,Game_No_B,H_Status_A,H_Status_B,Goals_A,Goals_B,Win_Type,Att,LoG,Result_A,Result_B,Ladder_Pts_A,Ladder_Pts_B,Smoothed Result A,Rating A,Rating B,Actual,Expected,Diff,Sq Diff,Correct,,,Team A,Rating
1188,27/03/2019,Toronto Maple Leafs,Philadelphia Flyers,77,77,0,1,4,5,SO,19205,2:39:00,0,1,1,2,0.2267,"1,538.89","1,471.12",0.2267,0.5963,-0.3697,0.1366,0,,,,
1188,27/03/2019,Philadelphia Flyers,Toronto Maple Leafs,77,77,1,0,5,4,SO,19205,2:39:00,1,0,2,1,0.7733,"1,471.12","1,538.89",0.7733,0.4037,0.3697,0.1366,0,,,,
1189,28/03/2019,Detroit Red Wings,Buffalo Sabres,77,77,0,1,5,4,OT,16236,2:37:00,1,0,2,1,0.7733,"1,433.41","1,434.27",0.7733,0.4988,0.2746,0.0754,0,,,,
1189,28/03/2019,Buffalo Sabres,Detroit Red Wings,77,77,1,0,4,5,OT,16236,2:37:00,0,1,1,2,0.2267,"1,434.27","1,433.41",0.2267,0.5012,-0.2746,0.0754,0,,,,
1190,28/03/2019,Washington Capitals,Carolina Hurricanes,78,77,0,1,3,2,-,14680,2:18:00,1,0,2,0,0.9029,"1,552.63","1,535.26",0.9029,0.5250,0.3779,0.1428,1,,,,
1190,28/03/2019,Carolina Hurricanes,Washington Capitals,77,78,1,0,2,3,-,14680,2:18:00,0,1,0,2,0.0971,"1,535.26","1,552.63",0.0971,0.4750,-0.3779,0.1428,1,,,,
1191,28/03/2019,Montreal Canadiens,Columbus Blue Jackets,78,77,0,1,2,6,-,18641,2:32:00,0,1,0,2,0.0024,"1,522.17","1,542.45",0.0024,0.4708,-0.4685,0.2195,1,,,,
1191,28/03/2019,Columbus Blue Jackets,Montreal Canadiens,77,78,1,0,6,2,-,18641,2:32:00,1,0,2,0,0.9976,"1,542.45","1,522.17",0.9976,0.5292,0.4685,0.2195,1,,,,
1192,28/03/2019,Dallas Stars,Edmonton Oilers,78,77,0,1,3,2,SO,18347,2:44:00,1,0,2,1,0.9029,"1,513.26","1,451.41",0.9029,0.5881,0.3148,0.0991,1,,,,
1192,28/03/2019,Edmonton Oilers,Dallas Stars,77,78,1,0,2,3,SO,18347,2:44:00,0,1,1,2,0.0971,"1,451.41","1,513.26",0.0971,0.4119,-0.3148,0.0991,1,,,,
1193,28/03/2019,Florida Panthers,Ottawa Senators,78,77,0,1,5,2,-,14230,2:26:00,1,0,2,0,0.9936,"1,478.27","1,416.01",0.9936,0.5887,0.4049,0.1640,1,,,,
1193,28/03/2019,Ottawa Senators,Florida Panthers,77,78,1,0,2,5,-,14230,2:26:00,0,1,0,2,0.0064,"1,416.01","1,478.27",0.0064,0.4113,-0.4049,0.1640,1,,,,
1194,28/03/2019,Chicago Blackhawks,San Jose Sharks,77,77,0,1,5,4,-,17364,2:25:00,1,0,2,0,0.7733,"1,461.05","1,534.08",0.7733,0.3964,0.3769,0.1421,0,,,,
1194,28/03/2019,San Jose Sharks,Chicago Blackhawks,77,77,1,0,4,5,-,17364,2:25:00,0,1,0,2,0.2267,"1,534.08","1,461.05",0.2267,0.6036,-0.3769,0.1421,0,,,,
1195,28/03/2019,Los Angeles Kings,Vancouver Canucks,77,78,0,1,2,3,SO,18524,2:38:00,0,1,1,2,0.0971,"1,420.59","1,448.16",0.0971,0.4604,-0.3633,0.1320,1,,,,
1195,28/03/2019,Vancouver Canucks,Los Angeles Kings,78,77,1,0,3,2,SO,18524,2:38:00,1,0,2,1,0.9029,"1,448.16","1,420.59",0.9029,0.5396,0.3633,0.1320,1,,,,
1196,28/03/2019,New York Islanders,Winnipeg Jets,78,77,0,1,5,4,-,15321,2:30:00,1,0,2,0,0.7733,"1,549.74","1,535.38",0.7733,0.5207,0.2527,0.0639,1,,,,
1196,28/03/2019,Winnipeg Jets,New York Islanders,77,78,1,0,4,5,-,15321,2:30:00,0,1,0,2,0.2267,"1,535.38","1,549.74",0.2267,0.4793,-0.2527,0.0639,1,,,,
1197,29/03/2019,Anaheim Ducks,Calgary Flames,79,78,0,1,1,6,-,19030,2:19:00,0,1,0,2,0.0001,"1,443.15","1,565.89",0.0001,0.3304,-0.3303,0.1091,1,,,,
1197,29/03/2019,Calgary Flames,Anaheim Ducks,78,79,1,0,6,1,-,19030,2:19:00,1,0,2,0,0.9999,"1,565.89","1,443.15",0.9999,0.6696,0.3303,0.1091,1,,,,
1198,29/03/2019,Arizona Coyotes,Colorado Avalanche,78,78,0,1,2,3,SO,18045,2:44:00,0,1,1,2,0.0971,"1,474.89","1,488.89",0.0971,0.4799,-0.3828,0.1465,1,,,,
1198,29/03/2019,Colorado Avalanche,Arizona Coyotes,78,78,1,0,3,2,SO,18045,2:44:00,1,0,2,1,0.9029,"1,488.89","1,474.89",0.9029,0.5201,0.3828,0.1465,1,,,,
1199,29/03/2019,New Jersey Devils,Detroit Red Wings,78,78,0,1,0,4,-,19515,2:21:00,0,1,0,2,0.0000,"1,428.84","1,433.41",0.0000,0.4934,-0.4934,0.2435,1,,,,
1199,29/03/2019,Detroit Red Wings,New Jersey Devils,78,78,1,0,4,0,-,19515,2:21:00,1,0,2,0,1.0000,"1,433.41","1,428.84",1.0000,0.5066,0.4934,0.2435,1,,,,
1200,29/03/2019,St. Louis Blues,New York Rangers,77,77,0,1,2,4,-,17567,2:21:00,0,1,0,2,0.0216,"1,535.37","1,438.36",0.0216,0.6361,-0.6145,0.3776,0,,,,
1200,29/03/2019,New York Rangers,St. Louis Blues,77,77,1,0,4,2,-,17567,2:21:00,1,0,2,0,0.9784,"1,438.36","1,535.37",0.9784,0.3639,0.6145,0.3776,0,,,,
1201,29/03/2019,Nashville Predators,Pittsburgh Penguins,78,78,0,1,3,1,-,18632,2:26:00,1,0,2,0,0.9976,"1,548.34","1,530.65",0.9976,0.5254,0.4722,0.2230,1,,,,
1201,29/03/2019,Pittsburgh Penguins,Nashville Predators,78,78,1,0,1,3,-,18632,2:26:00,0,1,0,2,0.0024,"1,530.65","1,548.34",0.0024,0.4746,-0.4722,0.2230,1,,,,
1202,29/03/2019,Minnesota Wild,Vegas Golden Knights,78,78,0,1,3,2,-,18492,2:28:00,1,0,2,0,0.9029,"1,467.06","1,512.01",0.9029,0.4357,0.4672,0.2183,0,,,,
1202,29/03/2019,Vegas Golden Knights,Minnesota Wild,78,78,1,0,2,3,-,18492,2:28:00,0,1,0,2,0.0971,"1,512.01","1,467.06",0.0971,0.5643,-0.4672,0.2183,0,,,,
1203,30/03/2019,Florida Panthers,Boston Bruins,79,78,0,1,4,1,-,17565,2:25:00,1,0,2,0,0.9995,"1,478.27","1,569.08",0.9995,0.3722,0.6273,0.3935,0,,,,
1203,30/03/2019,Boston Bruins,Florida Panthers,78,79,1,0,1,4,-,17565,2:25:00,0,1,0,2,0.0005,"1,569.08","1,478.27",0.0005,0.6278,-0.6273,0.3935,0,,,,
1204,30/03/2019,Philadelphia Flyers,Carolina Hurricanes,78,78,0,1,2,5,-,17833,2:29:00,0,1,0,2,0.0064,"1,471.12","1,535.26",0.0064,0.4087,-0.4023,0.1618,1,,,,
1204,30/03/2019,Carolina Hurricanes,Philadelphia Flyers,78,78,1,0,5,2,-,17833,2:29:00,1,0,2,0,0.9936,"1,535.26","1,471.12",0.9936,0.5913,0.4023,0.1618,1,,,,
1205,30/03/2019,Anaheim Ducks,Edmonton Oilers,80,78,0,1,5,1,-,18347,2:21:00,1,0,2,0,0.9999,"1,443.15","1,451.41",0.9999,0.4881,0.5117,0.2619,0,,,,
1205,30/03/2019,Edmonton Oilers,Anaheim Ducks,78,80,1,0,1,5,-,18347,2:21:00,0,1,0,2,0.0001,"1,451.41","1,443.15",0.0001,0.5119,-0.5117,0.2619,0,,,,
1206,30/03/2019,Chicago Blackhawks,Los Angeles Kings,78,78,0,1,2,3,OT,18230,2:36:00,0,1,1,2,0.0971,"1,461.05","1,420.59",0.0971,0.5580,-0.4609,0.2124,0,,,,
1206,30/03/2019,Los Angeles Kings,Chicago Blackhawks,78,78,1,0,3,2,OT,18230,2:36:00,1,0,2,1,0.9029,"1,420.59","1,461.05",0.9029,0.4420,0.4609,0.2124,0,,,,
1207,30/03/2019,St. Louis Blues,New Jersey Devils,78,79,0,1,3,2,OT,16514,2:23:00,1,0,2,1,0.9029,"1,535.37","1,428.84",0.9029,0.6487,0.2542,0.0646,1,,,,
1207,30/03/2019,New Jersey Devils,St. Louis Blues,79,78,1,0,2,3,OT,16514,2:23:00,0,1,1,2,0.0971,"1,428.84","1,535.37",0.0971,0.3513,-0.2542,0.0646,1,,,,
1208,30/03/2019,Columbus Blue Jackets,Nashville Predators,78,79,0,1,5,2,-,17751,2:28:00,1,0,2,0,0.9936,"1,542.45","1,548.34",0.9936,0.4915,0.5020,0.2521,0,,,,
1208,30/03/2019,Nashville Predators,Columbus Blue Jackets,79,78,1,0,2,5,-,17751,2:28:00,0,1,0,2,0.0064,"1,548.34","1,542.45",0.0064,0.5085,-0.5020,0.2521,0,,,,
1209,30/03/2019,Buffalo Sabres,New York Islanders,78,79,0,1,1,5,-,13917,2:25:00,0,1,0,2,0.0001,"1,434.27","1,549.74",0.0001,0.3397,-0.3395,0.1153,1,,,,
1209,30/03/2019,New York Islanders,Buffalo Sabres,79,78,1,0,5,1,-,13917,2:25:00,1,0,2,0,0.9999,"1,549.74","1,434.27",0.9999,0.6603,0.3395,0.1153,1,,,,
1210,30/03/2019,Toronto Maple Leafs,Ottawa Senators,78,78,0,1,2,4,-,18655,2:26:00,0,1,0,2,0.0216,"1,538.89","1,416.01",0.0216,0.6698,-0.6482,0.4202,0,,,,
1210,30/03/2019,Ottawa Senators,Toronto Maple Leafs,78,78,1,0,4,2,-,18655,2:26:00,1,0,2,0,0.9784,"1,416.01","1,538.89",0.9784,0.3302,0.6482,0.4202,0,,,,
1211,30/03/2019,Vegas Golden Knights,San Jose Sharks,79,78,0,1,3,4,OT,17562,2:33:00,0,1,1,2,0.1705,"1,512.01","1,534.08",0.1705,0.4683,-0.2978,0.0887,1,,,,
1211,30/03/2019,San Jose Sharks,Vegas Golden Knights,78,79,1,0,4,3,OT,17562,2:33:00,1,0,2,1,0.8295,"1,534.08","1,512.01",0.8295,0.5317,0.2978,0.0887,1,,,,
1212,30/03/2019,Washington Capitals,Tampa Bay Lightning,79,78,0,1,6,3,-,19092,2:34:00,1,0,2,0,0.9784,"1,552.63","1,659.32",0.9784,0.3511,0.6273,0.3935,0,,,,
1212,30/03/2019,Tampa Bay Lightning,Washington Capitals,78,79,1,0,3,6,-,19092,2:34:00,0,1,0,2,0.0216,"1,659.32","1,552.63",0.0216,0.6489,-0.6273,0.3935,0,,,,
1213,30/03/2019,Dallas Stars,Vancouver Canucks,79,79,0,1,2,3,SO,18663,2:42:00,0,1,1,2,0.0971,"1,513.26","1,448.16",0.0971,0.5926,-0.4955,0.2455,0,,,,
1213,30/03/2019,Vancouver Canucks,Dallas Stars,79,79,1,0,3,2,SO,18663,2:42:00,1,0,2,1,0.9029,"1,448.16","1,513.26",0.9029,0.4074,0.4955,0.2455,0,,,,
1214,30/03/2019,Montreal Canadiens,Winnipeg Jets,79,78,0,1,3,1,-,15321,2:27:00,1,0,2,0,0.9976,"1,522.17","1,535.38",0.9976,0.4810,0.5166,0.2669,0,,,,
1214,30/03/2019,Winnipeg Jets,Montreal Canadiens,78,79,1,0,1,3,-,15321,2:27:00,0,1,0,2,0.0024,"1,535.38","1,522.17",0.0024,0.5190,-0.5166,0.2669,0,,,,
1215,31/03/2019,Minnesota Wild,Arizona Coyotes,79,79,0,1,0,4,-,17431,2:30:00,0,1,0,2,0.0000,"1,467.06","1,474.89",0.0000,0.4887,-0.4887,0.2389,1,,,,
1215,31/03/2019,Arizona Coyotes,Minnesota Wild,79,79,1,0,4,0,-,17431,2:30:00,1,0,2,0,1.0000,"1,474.89","1,467.06",1.0000,0.5113,0.4887,0.2389,1,,,,
1216,31/03/2019,Columbus Blue Jackets,Buffalo Sabres,79,79,0,1,4,0,-,17990,2:23:00,1,0,2,0,1.0000,"1,542.45","1,434.27",1.0000,0.6508,0.3492,0.1219,1,,,,
1216,31/03/2019,Buffalo Sabres,Columbus Blue Jackets,79,79,1,0,0,4,-,17990,2:23:00,0,1,0,2,0.0000,"1,434.27","1,542.45",0.0000,0.3492,-0.3492,0.1219,1,,,,
1217,31/03/2019,Boston Bruins,Detroit Red Wings,79,79,0,1,3,6,-,19515,2:29:00,0,1,0,2,0.0216,"1,569.08","1,433.41",0.0216,0.6859,-0.6643,0.4413,0,,,,
1217,31/03/2019,Detroit Red Wings,Boston Bruins,79,79,1,0,6,3,-,19515,2:29:00,1,0,2,0,0.9784,"1,433.41","1,569.08",0.9784,0.3141,0.6643,0.4413,0,,,,
1218,31/03/2019,New York Rangers,Philadelphia Flyers,78,79,0,1,3,0,-,19437,2:21:00,1,0,2,0,1.0000,"1,438.36","1,471.12",1.0000,0.4530,0.5470,0.2992,0,,,,
1218,31/03/2019,Philadelphia Flyers,New York Rangers,79,78,1,0,0,3,-,19437,2:21:00,0,1,0,2,0.0000,"1,471.12","1,438.36",0.0000,0.5470,-0.5470,0.2992,0,,,,
1219,31/03/2019,Carolina Hurricanes,Pittsburgh Penguins,79,79,0,1,1,3,-,18616,2:40:00,0,1,0,2,0.0024,"1,535.26","1,530.65",0.0024,0.5066,-0.5043,0.2543,0,,,,
1219,31/03/2019,Pittsburgh Penguins,Carolina Hurricanes,79,79,1,0,3,1,-,18616,2:40:00,1,0,2,0,0.9976,"1,530.65","1,535.26",0.9976,0.4934,0.5043,0.2543,0,,,,
1220,31/03/2019,Calgary Flames,San Jose Sharks,79,79,0,1,5,3,-,17313,2:22:00,1,0,2,0,0.9432,"1,565.89","1,534.08",0.9432,0.5456,0.3975,0.1580,1,,,,
1220,31/03/2019,San Jose Sharks,Calgary Flames,79,79,1,0,3,5,-,17313,2:22:00,0,1,0,2,0.0568,"1,534.08","1,565.89",0.0568,0.4544,-0.3975,0.1580,1,,,,
1221,1/04/2019,Winnipeg Jets,Chicago Blackhawks,79,79,0,1,4,3,OT,21314,2:33:00,1,0,2,1,0.8295,"1,535.38","1,461.05",0.8295,0.6054,0.2242,0.0502,1,,,,
1221,1/04/2019,Chicago Blackhawks,Winnipeg Jets,79,79,1,0,3,4,OT,21314,2:33:00,0,1,1,2,0.1705,"1,461.05","1,535.38",0.1705,0.3946,-0.2242,0.0502,1,,,,
1222,1/04/2019,Washington Capitals,Florida Panthers,80,80,0,1,3,5,-,14376,2:27:00,0,1,0,2,0.0568,"1,552.63","1,478.27",0.0568,0.6054,-0.5486,0.3010,0,,,,
1222,1/04/2019,Florida Panthers,Washington Capitals,80,80,1,0,5,3,-,14376,2:27:00,1,0,2,0,0.9432,"1,478.27","1,552.63",0.9432,0.3946,0.5486,0.3010,0,,,,
1223,1/04/2019,Calgary Flames,Los Angeles Kings,80,79,0,1,7,2,-,18117,2:25:00,1,0,2,0,0.9990,"1,565.89","1,420.59",0.9990,0.6977,0.3013,0.0908,1,,,,
1223,1/04/2019,Los Angeles Kings,Calgary Flames,79,80,1,0,2,7,-,18117,2:25:00,0,1,0,2,0.0010,"1,420.59","1,565.89",0.0010,0.3023,-0.3013,0.0908,1,,,,
1224,1/04/2019,New York Rangers,New Jersey Devils,79,80,0,1,2,4,-,14776,2:33:00,0,1,0,2,0.0216,"1,438.36","1,428.84",0.0216,0.5137,-0.4921,0.2421,0,,,,
1224,1/04/2019,New Jersey Devils,New York Rangers,80,79,1,0,4,2,-,14776,2:33:00,1,0,2,0,0.9784,"1,428.84","1,438.36",0.9784,0.4863,0.4921,0.2421,0,,,,
1225,1/04/2019,Toronto Maple Leafs,New York Islanders,79,80,0,1,2,1,-,13917,2:28:00,1,0,2,0,0.9784,"1,538.89","1,549.74",0.9784,0.4844,0.4940,0.2440,0,,,,
1225,1/04/2019,New York Islanders,Toronto Maple Leafs,80,79,1,0,1,2,-,13917,2:28:00,0,1,0,2,0.0216,"1,549.74","1,538.89",0.0216,0.5156,-0.4940,0.2440,0,,,,
1226,1/04/2019,Tampa Bay Lightning,Ottawa Senators,79,79,0,1,5,2,-,13628,2:23:00,1,0,2,0,0.9936,"1,659.32","1,416.01",0.9936,0.8023,0.1913,0.0366,1,,,,
1226,1/04/2019,Ottawa Senators,Tampa Bay Lightning,79,79,1,0,2,5,-,13628,2:23:00,0,1,0,2,0.0064,"1,416.01","1,659.32",0.0064,0.1977,-0.1913,0.0366,1,,,,
1227,1/04/2019,Colorado Avalanche,St. Louis Blues,79,79,0,1,2,3,SO,17767,2:32:00,0,1,1,2,0.0971,"1,488.89","1,535.37",0.0971,0.4335,-0.3364,0.1132,1,,,,
1227,1/04/2019,St. Louis Blues,Colorado Avalanche,79,79,1,0,3,2,SO,17767,2:32:00,1,0,2,1,0.9029,"1,535.37","1,488.89",0.9029,0.5665,0.3364,0.1132,1,,,,
1228,1/04/2019,Edmonton Oilers,Vegas Golden Knights,79,80,0,1,1,3,-,18367,2:24:00,0,1,0,2,0.0024,"1,451.41","1,512.01",0.0024,0.4137,-0.4113,0.1692,1,,,,
1228,1/04/2019,Vegas Golden Knights,Edmonton Oilers,80,79,1,0,3,1,-,18367,2:24:00,1,0,2,0,0.9976,"1,512.01","1,451.41",0.9976,0.5863,0.4113,0.1692,1,,,,
1229,2/04/2019,Los Angeles Kings,Arizona Coyotes,80,80,0,1,3,1,-,14687,2:26:00,1,0,2,0,0.9976,"1,420.59","1,474.89",0.9976,0.4225,0.5752,0.3308,0,,,,
1229,2/04/2019,Arizona Coyotes,Los Angeles Kings,80,80,1,0,1,3,-,14687,2:26:00,0,1,0,2,0.0024,"1,474.89","1,420.59",0.0024,0.5775,-0.5752,0.3308,0,,,,
1230,2/04/2019,Nashville Predators,Buffalo Sabres,80,80,0,1,3,2,-,16569,2:32:00,1,0,2,0,0.9029,"1,548.34","1,434.27",0.9029,0.6585,0.2444,0.0597,1,,,,
1230,2/04/2019,Buffalo Sabres,Nashville Predators,80,80,1,0,2,3,-,16569,2:32:00,0,1,0,2,0.0971,"1,434.27","1,548.34",0.0971,0.3415,-0.2444,0.0597,1,,,,
1231,2/04/2019,Boston Bruins,Columbus Blue Jackets,80,80,0,1,6,2,-,18890,2:32:00,1,0,2,0,0.9976,"1,569.08","1,542.45",0.9976,0.5383,0.4594,0.2110,1,,,,
1231,2/04/2019,Columbus Blue Jackets,Boston Bruins,80,80,1,0,2,6,-,18890,2:32:00,0,1,0,2,0.0024,"1,542.45","1,569.08",0.0024,0.4617,-0.4594,0.2110,1,,,,
1232,2/04/2019,Edmonton Oilers,Colorado Avalanche,80,80,0,1,2,6,-,17021,2:22:00,0,1,0,2,0.0024,"1,451.41","1,488.89",0.0024,0.4463,-0.4439,0.1970,1,,,,
1232,2/04/2019,Colorado Avalanche,Edmonton Oilers,80,80,1,0,6,2,-,17021,2:22:00,1,0,2,0,0.9976,"1,488.89","1,451.41",0.9976,0.5537,0.4439,0.1970,1,,,,
1233,2/04/2019,Philadelphia Flyers,Dallas Stars,80,80,0,1,2,6,-,18532,2:37:00,0,1,0,2,0.0024,"1,471.12","1,513.26",0.0024,0.4397,-0.4373,0.1912,1,,,,
1233,2/04/2019,Dallas Stars,Philadelphia Flyers,80,80,1,0,6,2,-,18532,2:37:00,1,0,2,0,0.9976,"1,513.26","1,471.12",0.9976,0.5603,0.4373,0.1912,1,,,,
1234,2/04/2019,Pittsburgh Penguins,Detroit Red Wings,80,80,0,1,1,4,-,19515,2:27:00,0,1,0,2,0.0005,"1,530.65","1,433.41",0.0005,0.6364,-0.6359,0.4044,0,,,,
1234,2/04/2019,Detroit Red Wings,Pittsburgh Penguins,80,80,1,0,4,1,-,19515,2:27:00,1,0,2,0,0.9995,"1,433.41","1,530.65",0.9995,0.3636,0.6359,0.4044,0,,,,
1235,2/04/2019,Winnipeg Jets,Minnesota Wild,80,80,0,1,1,5,-,18590,2:22:00,0,1,0,2,0.0001,"1,535.38","1,467.06",0.0001,0.5971,-0.5969,0.3563,0,,,,
1235,2/04/2019,Minnesota Wild,Winnipeg Jets,80,80,1,0,5,1,-,18590,2:22:00,1,0,2,0,0.9999,"1,467.06","1,535.38",0.9999,0.4029,0.5969,0.3563,0,,,,
1236,2/04/2019,Tampa Bay Lightning,Montreal Canadiens,80,80,0,1,2,4,-,21302,2:29:00,0,1,0,2,0.0216,"1,659.32","1,522.17",0.0216,0.6877,-0.6661,0.4437,0,,,,
1236,2/04/2019,Montreal Canadiens,Tampa Bay Lightning,80,80,1,0,4,2,-,21302,2:29:00,1,0,2,0,0.9784,"1,522.17","1,659.32",0.9784,0.3123,0.6661,0.4437,0,,,,
1237,2/04/2019,Carolina Hurricanes,Toronto Maple Leafs,80,80,0,1,4,1,-,19097,2:34:00,1,0,2,0,0.9995,"1,535.26","1,538.89",0.9995,0.4948,0.5047,0.2548,0,,,,
1237,2/04/2019,Toronto Maple Leafs,Carolina Hurricanes,80,80,1,0,1,4,-,19097,2:34:00,0,1,0,2,0.0005,"1,538.89","1,535.26",0.0005,0.5052,-0.5047,0.2548,0,,,,
1238,2/04/2019,San Jose Sharks,Vancouver Canucks,80,80,0,1,2,4,-,18524,2:22:00,0,1,0,2,0.0216,"1,534.08","1,448.16",0.0216,0.6212,-0.5996,0.3595,0,,,,
1238,2/04/2019,Vancouver Canucks,San Jose Sharks,80,80,1,0,4,2,-,18524,2:22:00,1,0,2,0,0.9784,"1,448.16","1,534.08",0.9784,0.3788,0.5996,0.3595,0,,,,
1239,3/04/2019,Calgary Flames,Anaheim Ducks,81,81,0,1,1,3,-,17174,2:19:00,0,1,0,2,0.0024,"1,565.89","1,443.15",0.0024,0.6696,-0.6673,0.4452,0,,,,
1239,3/04/2019,Anaheim Ducks,Calgary Flames,81,81,1,0,3,1,-,17174,2:19:00,1,0,2,0,0.9976,"1,443.15","1,565.89",0.9976,0.3304,0.6673,0.4452,0,,,,
1240,3/04/2019,St. Louis Blues,Chicago Blackhawks,80,80,0,1,3,4,SO,21482,2:39:00,0,1,1,2,0.1705,"1,535.37","1,461.05",0.1705,0.6054,-0.4349,0.1891,0,,,,
1240,3/04/2019,Chicago Blackhawks,St. Louis Blues,80,80,1,0,4,3,SO,21482,2:39:00,1,0,2,1,0.8295,"1,461.05","1,535.37",0.8295,0.3946,0.4349,0.1891,0,,,,
1241,3/04/2019,Ottawa Senators,New York Rangers,80,80,0,1,4,1,-,16562,2:23:00,1,0,2,0,0.9995,"1,416.01","1,438.36",0.9995,0.4679,0.5316,0.2826,0,,,,
1241,3/04/2019,New York Rangers,Ottawa Senators,80,80,1,0,1,4,-,16562,2:23:00,0,1,0,2,0.0005,"1,438.36","1,416.01",0.0005,0.5321,-0.5316,0.2826,0,,,,
1242,4/04/2019,Ottawa Senators,Buffalo Sabres,81,81,0,1,2,5,-,17988,2:25:00,0,1,0,2,0.0064,"1,416.01","1,434.27",0.0064,0.4737,-0.4673,0.2184,1,,,,
1242,4/04/2019,Buffalo Sabres,Ottawa Senators,81,81,1,0,5,2,-,17988,2:25:00,1,0,2,0,0.9936,"1,434.27","1,416.01",0.9936,0.5263,0.4673,0.2184,1,,,,
1243,4/04/2019,New Jersey Devils,Carolina Hurricanes,81,81,0,1,1,3,-,17645,2:25:00,0,1,0,2,0.0024,"1,428.84","1,535.26",0.0024,0.3515,-0.3491,0.1219,1,,,,
1243,4/04/2019,Carolina Hurricanes,New Jersey Devils,81,81,1,0,3,1,-,17645,2:25:00,1,0,2,0,0.9976,"1,535.26","1,428.84",0.9976,0.6485,0.3491,0.1219,1,,,,
1244,4/04/2019,Winnipeg Jets,Colorado Avalanche,81,81,0,1,2,3,OT,18003,2:33:00,0,1,1,2,0.0971,"1,535.38","1,488.89",0.0971,0.5665,-0.4694,0.2204,0,,,,
1244,4/04/2019,Colorado Avalanche,Winnipeg Jets,81,81,1,0,3,2,OT,18003,2:33:00,1,0,2,1,0.9029,"1,488.89","1,535.38",0.9029,0.4335,0.4694,0.2204,0,,,,
1245,4/04/2019,San Jose Sharks,Edmonton Oilers,81,81,0,1,3,2,-,18347,2:27:00,1,0,2,0,0.9029,"1,534.08","1,451.41",0.9029,0.6168,0.2861,0.0819,1,,,,
1245,4/04/2019,Edmonton Oilers,San Jose Sharks,81,81,1,0,2,3,-,18347,2:27:00,0,1,0,2,0.0971,"1,451.41","1,534.08",0.0971,0.3832,-0.2861,0.0819,1,,,,
1246,4/04/2019,New York Islanders,Florida Panthers,81,81,0,1,2,1,SO,13775,2:53:00,1,0,2,1,0.9784,"1,549.74","1,478.27",0.9784,0.6014,0.3770,0.1421,1,,,,
1246,4/04/2019,Florida Panthers,New York Islanders,81,81,1,0,1,2,SO,13775,2:53:00,0,1,1,2,0.0216,"1,478.27","1,549.74",0.0216,0.3986,-0.3770,0.1421,1,,,,
1247,4/04/2019,Boston Bruins,Minnesota Wild,81,81,0,1,3,0,-,19074,2:20:00,1,0,2,0,1.0000,"1,569.08","1,467.06",1.0000,0.6427,0.3573,0.1276,1,,,,
1247,4/04/2019,Minnesota Wild,Boston Bruins,81,81,1,0,0,3,-,19074,2:20:00,0,1,0,2,0.0000,"1,467.06","1,569.08",0.0000,0.3573,-0.3573,0.1276,1,,,,
1248,4/04/2019,Vancouver Canucks,Nashville Predators,81,81,0,1,2,3,-,17669,2:24:00,0,1,0,2,0.0971,"1,448.16","1,548.34",0.0971,0.3597,-0.2626,0.0690,1,,,,
1248,4/04/2019,Nashville Predators,Vancouver Canucks,81,81,1,0,3,2,-,17669,2:24:00,1,0,2,0,0.9029,"1,548.34","1,448.16",0.9029,0.6403,0.2626,0.0690,1,,,,
1249,4/04/2019,Detroit Red Wings,Pittsburgh Penguins,81,81,0,1,1,4,-,18574,2:26:00,0,1,0,2,0.0005,"1,433.41","1,530.65",0.0005,0.3636,-0.3631,0.1319,1,,,,
1249,4/04/2019,Pittsburgh Penguins,Detroit Red Wings,81,81,1,0,4,1,-,18574,2:26:00,1,0,2,0,0.9995,"1,530.65","1,433.41",0.9995,0.6364,0.3631,0.1319,1,,,,
1250,4/04/2019,Philadelphia Flyers,St. Louis Blues,81,81,0,1,3,7,-,18203,2:34:00,0,1,0,2,0.0094,"1,471.12","1,535.37",0.0094,0.4086,-0.3992,0.1594,1,,,,
1250,4/04/2019,St. Louis Blues,Philadelphia Flyers,81,81,1,0,7,3,-,18203,2:34:00,1,0,2,0,0.9906,"1,535.37","1,471.12",0.9906,0.5914,0.3992,0.1594,1,,,,
1251,4/04/2019,Tampa Bay Lightning,Toronto Maple Leafs,81,81,0,1,3,1,-,19400,2:17:00,1,0,2,0,0.9976,"1,659.32","1,538.89",0.9976,0.6667,0.3309,0.1095,1,,,,
1251,4/04/2019,Toronto Maple Leafs,Tampa Bay Lightning,81,81,1,0,1,3,-,19400,2:17:00,0,1,0,2,0.0024,"1,538.89","1,659.32",0.0024,0.3333,-0.3309,0.1095,1,,,,
1252,4/04/2019,Arizona Coyotes,Vegas Golden Knights,81,81,0,1,4,1,-,18485,2:28:00,1,0,2,0,0.9995,"1,474.89","1,512.01",0.9995,0.4468,0.5527,0.3055,0,,,,
1252,4/04/2019,Vegas Golden Knights,Arizona Coyotes,81,81,1,0,1,4,-,18485,2:28:00,0,1,0,2,0.0005,"1,512.01","1,474.89",0.0005,0.5532,-0.5527,0.3055,0,,,,
1253,4/04/2019,Montreal Canadiens,Washington Capitals,81,81,0,1,1,2,-,18506,2:22:00,0,1,0,2,0.0216,"1,522.17","1,552.63",0.0216,0.4563,-0.4347,0.1889,1,,,,
